time,G(i),H_sun,T2m,WS10m,Int
20130319:1810,0.0,2.2,8.94,1.17,0.0
20130319:1910,0.0,0.0,8.67,0.21,0.0
20130319:2010,0.0,0.0,8.28,0.69,0.0
20130319:2110,0.0,0.0,7.99,1.1,0.0
20130319:2210,0.0,0.0,7.61,1.45,0.0
20130319:2310,0.0,0.0,7.03,1.79,0.0
20130320:0010,0.0,0.0,5.98,1.93,0.0
20130320:0110,0.0,0.0,4.74,2.14,0.0
20130320:0210,0.0,0.0,4.15,2.07,0.0
20130320:0310,0.0,0.0,3.72,1.93,0.0
20130320:0410,0.0,0.0,3.38,1.59,0.0
20130320:0510,0.0,0.0,2.68,1.38,0.0
20130320:0610,0.0,0.0,1.81,1.31,0.0
20130320:0710,135.46,8.8,2.5,1.24,0.0
20130320:0810,419.99,19.93,5.29,1.52,0.0
20130320:0910,689.92,30.35,7.01,2.0,0.0
20130320:1010,903.7,39.44,8.55,1.93,0.0
20130320:1110,1054.31,46.19,10.16,2.21,0.0
20130320:1210,1103.14,49.37,11.42,2.34,0.0
20130320:1310,931.31,48.09,12.35,2.21,0.0
20130320:1410,800.08,42.75,13.21,2.41,0.0
20130320:1510,603.19,34.53,13.75,2.76,0.0
20130320:1610,466.72,24.6,13.72,3.1,0.0
20130320:1710,217.94,13.72,13.1,3.17,0.0
20130320:1810,0.59,2.4,11.54,3.17,0.0
20130320:1910,0.0,0.0,9.51,3.24,0.0
20130320:2010,0.0,0.0,8.17,2.62,0.0
20130320:2110,0.0,0.0,6.99,2.28,0.0
20130320:2210,0.0,0.0,5.85,2.14,0.0
20130320:2310,0.0,0.0,4.68,2.0,0.0
20130321:0010,0.0,0.0,3.56,1.86,0.0
20130321:0110,0.0,0.0,2.9,1.66,0.0
20130321:0210,0.0,0.0,3.14,1.38,0.0
20130321:0310,0.0,0.0,3.11,1.31,0.0
20130321:0410,0.0,0.0,3.67,1.1,0.0
20130321:0510,0.0,0.0,3.45,1.1,0.0
20130321:0610,0.0,0.0,2.41,1.24,0.0
20130321:0710,115.71,9.12,2.46,1.1,0.0
20130321:0810,399.49,20.26,5.09,0.69,0.0
20130321:0910,642.69,30.7,8.32,0.97,0.0
20130321:1010,870.68,39.81,10.21,1.59,0.0
20130321:1110,959.14,46.59,11.68,2.0,0.0
20130321:1210,1110.45,49.77,13.01,2.21,0.0
20130321:1310,964.33,48.46,14.12,2.41,0.0
20130321:1410,635.83,43.06,14.94,2.55,0.0
20130321:1510,391.31,34.8,15.45,2.55,0.0
20130321:1610,307.37,24.83,15.59,2.48,0.0
20130321:1710,180.17,13.93,15.3,1.86,0.0
20130321:1810,10.56,2.6,14.05,1.17,0.0
20130321:1910,0.0,0.0,11.54,1.66,0.0
20130321:2010,0.0,0.0,9.67,1.66,0.0
20130321:2110,0.0,0.0,8.53,1.66,0.0
20130321:2210,0.0,0.0,7.88,1.66,0.0
20130321:2310,0.0,0.0,7.07,1.72,0.0
20130322:0010,0.0,0.0,6.01,2.0,0.0
20130322:0110,0.0,0.0,5.14,2.21,0.0
20130322:0210,0.0,0.0,4.63,2.28,0.0
20130322:0310,0.0,0.0,4.23,2.34,0.0
20130322:0410,0.0,0.0,3.79,2.28,0.0
20130322:0510,0.0,0.0,3.32,2.21,0.0
20130322:0610,0.0,0.0,2.84,2.21,0.0
20130322:0710,142.03,9.44,3.67,2.0,0.0
20130322:0810,430.39,20.59,7.6,2.28,0.0
20130322:0910,111.17,31.05,8.65,4.21,0.0
20130322:1010,78.75,40.18,9.14,4.34,0.0
20130322:1110,133.41,46.99,9.51,4.34,0.0
20130322:1210,403.37,50.17,10.18,4.34,0.0
20130322:1310,145.45,48.83,10.22,4.14,0.0
20130322:1410,539.79,43.37,11.15,3.86,0.0
20130322:1510,50.95,35.06,11.85,3.93,0.0
20130322:1610,432.44,25.06,10.62,4.34,0.0
20130322:1710,37.06,14.13,10.42,3.66,0.0
20130322:1810,11.43,2.79,9.57,2.9,0.0
20130322:1910,0.0,0.0,8.47,2.55,0.0
20130322:2010,0.0,0.0,7.48,2.34,0.0
20130322:2110,0.0,0.0,6.85,2.14,0.0
20130322:2210,0.0,0.0,5.9,1.93,0.0
20130322:2310,0.0,0.0,5.24,1.79,0.0
20130323:0010,0.0,0.0,4.19,1.72,0.0
20130323:0110,0.0,0.0,3.73,1.59,0.0
20130323:0210,0.0,0.0,3.22,1.59,0.0
20130323:0310,0.0,0.0,3.26,1.38,0.0
20130323:0410,0.0,0.0,3.96,1.03,0.0
20130323:0510,0.0,0.0,3.84,1.03,0.0
20130323:0610,0.0,0.0,3.97,1.03,0.0
20130323:0710,144.73,9.76,4.15,0.41,0.0
20130323:0810,397.18,20.91,5.13,0.48,0.0
20130323:0910,597.37,31.39,6.65,1.45,0.0
20130323:1010,735.87,40.56,8.51,1.86,0.0
20130323:1110,896.34,47.39,9.85,2.34,0.0
20130323:1210,201.04,50.56,10.8,2.69,0.0
20130323:1310,881.72,49.19,11.76,2.69,0.0
20130323:1410,890.31,43.68,12.24,2.62,0.0
20130323:1510,644.41,35.32,12.36,2.41,0.0
20130323:1610,78.75,25.28,12.25,2.07,0.0
20130323:1710,78.43,14.34,11.82,1.52,0.0
20130323:1810,12.3,2.99,11.13,0.97,0.0
20130323:1910,0.0,0.0,9.03,2.07,0.0
20130323:2010,0.0,0.0,7.89,1.72,0.0
20130323:2110,0.0,0.0,6.86,1.79,0.0
20130323:2210,0.0,0.0,5.97,1.79,0.0
20130323:2310,0.0,0.0,5.26,1.72,0.0
20130324:0010,0.0,0.0,4.98,1.59,0.0
20130324:0110,0.0,0.0,4.74,1.59,0.0
20130324:0210,0.0,0.0,4.52,1.79,0.0
20130324:0310,0.0,0.0,4.27,1.86,0.0
20130324:0410,0.0,0.0,3.97,1.93,0.0
20130324:0510,0.0,0.0,3.9,1.86,0.0
20130324:0610,0.0,0.0,3.52,1.93,0.0
20130324:0710,169.54,10.07,4.33,2.28,0.0
20130324:0810,451.03,21.24,5.6,3.1,0.0
20130324:0910,702.56,31.74,7.34,3.38,0.0
20130324:1010,901.89,40.93,9.0,3.31,0.0
20130324:1110,1042.84,47.78,10.21,3.72,0.0
20130324:1210,1044.95,50.96,11.23,4.34,0.0
20130324:1310,1089.24,49.55,12.03,4.34,0.0
20130324:1410,798.37,43.99,12.78,4.69,0.0
20130324:1510,73.19,35.58,12.92,5.24,0.0
20130324:1610,498.53,25.5,12.66,4.9,0.0
20130324:1710,221.61,14.54,11.8,3.86,0.0
20130324:1810,3.71,3.18,11.13,3.59,0.0
20130324:1910,0.0,0.0,9.71,3.24,0.0
20130324:2010,0.0,0.0,8.84,2.9,0.0
20130324:2110,0.0,0.0,7.98,2.62,0.0
20130324:2210,0.0,0.0,7.04,2.41,0.0
20130324:2310,0.0,0.0,6.21,2.14,0.0
20130325:0010,0.0,0.0,5.37,2.14,0.0
20130325:0110,0.0,0.0,4.78,2.14,0.0
20130325:0210,0.0,0.0,3.97,2.14,0.0
20130325:0310,0.0,0.0,3.19,2.0,0.0
20130325:0410,0.0,0.0,2.82,1.93,0.0
20130325:0510,0.0,0.0,2.31,2.0,0.0
20130325:0610,0.0,0.0,2.17,2.0,0.0
20130325:0710,78.69,10.39,3.36,2.14,0.0
20130325:0810,201.42,21.57,5.64,2.9,0.0
20130325:0910,85.23,32.09,7.07,3.38,0.0
20130325:1010,126.92,41.3,7.67,4.28,0.0
20130325:1110,93.57,48.18,8.14,5.1,0.0
20130325:1210,151.93,51.36,8.64,5.59,0.0
20130325:1310,118.58,49.92,9.09,6.0,0.0
20130325:1410,138.04,44.3,9.45,6.28,0.0
20130325:1510,202.37,35.84,10.07,6.14,0.0
20130325:1610,141.59,25.73,10.41,5.66,0.0
20130325:1710,127.62,14.74,10.63,5.86,0.0
20130325:1810,16.18,3.38,10.27,5.52,0.0
20130325:1910,0.0,0.0,10.12,5.66,0.0
20130325:2010,0.0,0.0,9.98,5.31,0.0
20130325:2110,0.0,0.0,9.88,4.83,0.0
20130325:2210,0.0,0.0,9.75,4.41,0.0
20130325:2310,0.0,0.0,9.59,4.28,0.0
20130326:0010,0.0,0.0,9.44,4.0,0.0
20130326:0110,0.0,0.0,9.45,3.79,0.0
20130326:0210,0.0,0.0,9.48,3.24,0.0
20130326:0310,0.0,0.0,9.42,2.97,0.0
20130326:0410,0.0,0.0,9.41,2.76,0.0
20130326:0510,0.0,0.0,9.28,2.62,0.0
20130326:0610,0.0,0.0,9.19,2.69,0.0
20130326:0710,56.67,10.71,9.42,2.83,0.0
20130326:0810,95.42,21.9,9.91,2.28,0.0
20130326:0910,140.82,32.43,10.3,3.03,0.0
20130326:1010,250.56,41.67,10.55,4.41,0.0
20130326:1110,242.3,48.58,11.35,3.59,0.0
20130326:1210,154.71,51.76,11.87,3.24,0.0
20130326:1310,253.4,50.28,11.49,4.55,0.0
20130326:1410,171.39,44.6,11.93,3.59,0.0
20130326:1510,290.54,36.09,12.42,3.66,0.0
20130326:1610,103.76,25.95,11.46,4.55,0.0
20130326:1710,99.03,14.94,10.99,4.41,0.0
20130326:1810,2.78,3.57,10.59,3.38,0.0
20130326:1910,0.0,0.0,10.34,3.93,0.0
20130326:2010,0.0,0.0,9.53,3.59,0.0
20130326:2110,0.0,0.0,9.19,3.17,0.0
20130326:2210,0.0,0.0,8.94,2.76,0.0
20130326:2310,0.0,0.0,8.82,2.62,0.0
20130327:0010,0.0,0.0,8.95,2.97,0.0
20130327:0110,0.0,0.0,8.99,3.86,0.0
20130327:0210,0.0,0.0,9.04,4.21,0.0
20130327:0310,0.0,0.0,9.01,4.07,0.0
20130327:0410,0.0,0.0,8.83,3.79,0.0
20130327:0510,0.0,0.0,8.34,3.31,0.0
20130327:0610,0.0,0.0,8.15,2.83,0.0
20130327:0710,89.5,11.02,8.77,3.66,0.0
20130327:0810,329.22,22.22,9.42,3.79,0.0
20130327:0910,428.68,32.78,10.49,3.38,0.0
20130327:1010,740.37,42.04,11.78,3.17,0.0
20130327:1110,425.82,48.97,11.57,3.59,0.0
20130327:1210,821.23,52.15,12.44,3.52,0.0
20130327:1310,779.62,50.64,11.48,3.93,0.0
20130327:1410,706.29,44.91,12.41,3.38,0.0
20130327:1510,315.84,36.34,12.9,3.66,0.0
20130327:1610,76.89,26.16,13.07,4.07,0.0
20130327:1710,200.93,15.14,12.36,3.59,0.0
20130327:1810,18.81,3.77,11.71,3.38,0.0
20130327:1910,0.0,0.0,11.27,3.38,0.0
20130327:2010,0.0,0.0,10.49,3.38,0.0
20130327:2110,0.0,0.0,9.45,3.1,0.0
20130327:2210,0.0,0.0,8.85,2.9,0.0
20130327:2310,0.0,0.0,8.87,2.76,0.0
20130328:0010,0.0,0.0,8.89,2.76,0.0
20130328:0110,0.0,0.0,8.85,2.83,0.0
20130328:0210,0.0,0.0,8.81,3.03,0.0
20130328:0310,0.0,0.0,8.8,2.76,0.0
20130328:0410,0.0,0.0,8.43,2.48,0.0
20130328:0510,0.0,0.0,8.08,2.28,0.0
20130328:0610,0.0,0.0,8.1,2.21,0.0
20130328:0710,197.03,11.34,8.54,2.76,0.0
20130328:0810,465.46,22.55,9.33,3.03,0.0
20130328:0910,719.58,33.12,10.59,3.24,0.0
20130328:1010,688.98,42.41,12.12,3.72,0.0
20130328:1110,1043.08,49.37,13.53,4.14,0.0
20130328:1210,1105.89,52.55,14.28,4.0,0.0
20130328:1310,1074.88,50.99,14.96,3.79,0.0
20130328:1410,659.91,45.21,15.34,4.41,0.0
20130328:1510,659.71,36.59,15.12,4.9,0.0
20130328:1610,473.46,26.38,14.68,5.03,0.0
20130328:1710,213.11,15.34,13.84,4.97,0.0
20130328:1810,19.13,3.96,12.77,4.62,0.0
20130328:1910,0.0,0.0,11.56,4.0,0.0
20130328:2010,0.0,0.0,10.89,3.79,0.0
20130328:2110,0.0,0.0,10.53,4.0,0.0
20130328:2210,0.0,0.0,10.19,4.07,0.0
20130328:2310,0.0,0.0,9.91,4.28,0.0
20130329:0010,0.0,0.0,9.39,4.48,0.0
20130329:0110,0.0,0.0,9.14,4.55,0.0
20130329:0210,0.0,0.0,8.89,4.34,0.0
20130329:0310,0.0,0.0,8.69,4.28,0.0
20130329:0410,0.0,0.0,8.82,4.76,0.0
20130329:0510,0.0,0.0,8.76,4.83,0.0
20130329:0610,0.0,0.24,8.7,4.41,0.0
20130329:0710,20.38,11.65,8.67,4.28,0.0
20130329:0810,56.51,22.87,8.85,4.28,0.0
20130329:0910,75.97,33.46,9.25,4.69,0.0
20130329:1010,94.5,42.78,9.26,4.41,0.0
20130329:1110,133.41,49.76,9.71,4.76,0.0
20130329:1210,83.38,52.94,10.44,4.9,0.0
20130329:1310,149.16,51.35,11.49,5.93,0.0
20130329:1410,111.17,45.51,12.19,4.97,0.0
20130329:1510,112.1,36.84,12.53,6.41,0.0
20130329:1610,401.51,26.6,13.1,6.55,0.0
20130329:1710,79.85,15.54,12.97,5.93,0.0
20130329:1810,2.78,4.15,12.7,5.38,0.0
20130329:1910,0.0,0.0,12.94,6.34,0.0
20130329:2010,0.0,0.0,12.38,5.03,0.0
20130329:2110,0.0,0.0,11.78,4.62,0.0
20130329:2210,0.0,0.0,11.34,4.14,0.0
20130329:2310,0.0,0.0,10.8,4.07,0.0
20130330:0010,0.0,0.0,10.33,3.72,0.0
20130330:0110,0.0,0.0,9.44,3.03,0.0
20130330:0210,0.0,0.0,8.76,2.76,0.0
20130330:0310,0.0,0.0,8.34,2.76,0.0
20130330:0410,0.0,0.0,7.84,2.48,0.0
20130330:0510,0.0,0.0,7.29,2.41,0.0
20130330:0610,0.0,0.55,6.86,2.34,0.0
20130330:0710,185.51,11.97,6.81,2.41,0.0
20130330:0810,474.42,23.19,8.59,2.9,0.0
20130330:0910,202.57,33.8,10.41,4.14,0.0
20130330:1010,270.82,43.15,11.97,4.55,0.0
20130330:1110,342.66,50.15,13.37,4.62,0.0
20130330:1210,946.34,53.34,14.05,4.55,0.0
20130330:1310,553.16,51.71,14.95,4.62,0.0
20130330:1410,454.68,45.8,15.7,4.69,0.0
20130330:1510,250.03,37.09,15.54,4.41,0.0
20130330:1610,491.01,26.81,14.92,4.14,0.0
20130330:1710,214.9,15.73,14.33,4.07,0.0
20130330:1810,21.82,4.34,13.14,3.52,0.0
20130330:1910,0.0,0.0,11.9,3.45,0.0
20130330:2010,0.0,0.0,10.73,3.38,0.0
20130330:2110,0.0,0.0,10.05,2.97,0.0
20130330:2210,0.0,0.0,9.29,2.41,0.0
20130330:2310,0.0,0.0,8.49,2.07,0.0
20130331:0010,0.0,0.0,7.21,1.86,0.0
20130331:0110,0.0,0.0,6.03,1.79,0.0
20130331:0210,0.0,0.0,5.38,1.66,0.0
20130331:0310,0.0,0.0,4.78,1.72,0.0
20130331:0410,0.0,0.0,4.62,1.72,0.0
20130331:0510,0.0,0.0,4.28,1.59,0.0
20130331:0610,0.0,0.86,3.69,1.66,0.0
20130331:0710,24.09,12.28,5.51,1.86,0.0
20130331:0810,284.36,23.51,8.69,2.21,0.0
20130331:0910,304.53,34.14,10.28,2.69,0.0
20130331:1010,764.23,43.51,11.11,2.97,0.0
20130331:1110,640.67,50.54,11.71,3.03,0.0
20130331:1210,1053.55,53.73,12.31,3.66,0.0
20130331:1310,368.12,52.06,11.97,3.1,0.0
20130331:1410,99.13,46.1,11.7,3.1,0.0
20130331:1510,60.22,37.34,11.03,2.21,0.0
20130331:1610,36.13,27.02,10.6,1.79,0.0
20130331:1710,31.5,15.93,10.3,1.79,0.0
20130331:1810,6.49,4.53,9.86,1.66,0.0
20130331:1910,0.0,0.0,9.61,0.62,0.0
20130331:2010,0.0,0.0,9.42,1.24,0.0
20130331:2110,0.0,0.0,9.39,1.72,0.0
20130331:2210,0.0,0.0,9.84,3.24,0.0
20130331:2310,0.0,0.0,9.53,3.03,0.0
20130401:0010,0.0,0.0,9.48,3.45,0.0
20130401:0110,0.0,0.0,9.21,4.34,0.0
20130401:0210,0.0,0.0,8.73,4.55,0.0
20130401:0310,0.0,0.0,8.29,4.34,0.0
20130401:0410,0.0,0.0,7.74,3.93,0.0
20130401:0510,0.0,0.0,7.1,3.59,0.0
20130401:0610,0.0,1.17,6.52,3.17,0.0
20130401:0710,207.25,12.59,6.7,2.97,0.0
20130401:0810,477.95,23.83,7.55,3.66,0.0
20130401:0910,490.94,34.48,8.85,4.07,0.0
20130401:1010,661.75,43.88,10.24,4.41,0.0
20130401:1110,383.31,50.93,11.44,4.41,0.0
20130401:1210,496.51,54.12,12.37,4.69,0.0
20130401:1310,957.18,52.41,13.1,5.03,0.0
20130401:1410,371.03,46.39,13.65,5.24,0.0
20130401:1510,50.95,37.58,13.65,5.17,0.0
20130401:1610,509.53,27.23,12.96,5.1,0.0
20130401:1710,19.46,16.12,11.9,5.1,0.0
20130401:1810,20.33,4.72,10.75,4.69,0.0
20130401:1910,0.0,0.0,10.01,4.07,0.0
20130401:2010,0.0,0.0,9.0,3.52,0.0
20130401:2110,0.0,0.0,8.0,3.38,0.0
20130401:2210,0.0,0.0,7.19,3.1,0.0
20130401:2310,0.0,0.0,6.6,2.97,0.0
20130402:0010,0.0,0.0,5.95,2.62,0.0
20130402:0110,0.0,0.0,5.36,2.69,0.0
20130402:0210,0.0,0.0,4.91,2.83,0.0
20130402:0310,0.0,0.0,4.7,2.83,0.0
20130402:0410,0.0,0.0,4.57,2.9,0.0
20130402:0510,0.0,0.0,4.68,2.9,0.0
20130402:0610,0.0,1.48,5.12,3.03,0.0
20130402:0710,207.3,12.9,5.84,3.17,0.0
20130402:0810,414.14,24.15,6.71,4.76,0.0
20130402:0910,712.15,34.82,8.05,4.48,0.0
20130402:1010,913.12,44.24,9.32,4.55,0.0
20130402:1110,999.15,51.32,10.43,4.62,0.0
20130402:1210,279.75,54.51,11.51,4.76,0.0
20130402:1310,622.29,52.76,12.46,4.41,0.0
20130402:1410,702.74,46.68,13.32,4.48,0.0
20130402:1510,706.59,37.82,13.87,4.07,0.0
20130402:1610,497.46,27.44,13.77,4.0,0.0
20130402:1710,239.23,16.31,13.22,3.79,0.0
20130402:1810,23.54,4.91,12.07,3.38,0.0
20130402:1910,0.0,0.0,10.34,3.59,0.0
20130402:2010,0.0,0.0,9.18,2.97,0.0
20130402:2110,0.0,0.0,8.05,2.28,0.0
20130402:2210,0.0,0.0,6.67,1.72,0.0
20130402:2310,0.0,0.0,6.15,1.1,0.0
20130403:0010,0.0,0.0,6.56,0.76,0.0
20130403:0110,0.0,0.0,5.76,0.83,0.0
20130403:0210,0.0,0.0,3.1,1.38,0.0
20130403:0310,0.0,0.0,1.94,1.52,0.0
20130403:0410,0.0,0.0,1.27,1.72,0.0
20130403:0510,0.0,0.0,0.98,1.86,0.0
20130403:0610,0.0,1.79,0.86,1.93,0.0
20130403:0710,177.74,13.21,2.97,1.24,0.0
20130403:0810,460.99,24.47,6.9,1.45,0.0
20130403:0910,538.07,35.15,9.11,1.79,0.0
20130403:1010,508.42,44.6,11.16,2.48,0.0
20130403:1110,514.89,51.7,12.73,2.76,0.0
20130403:1210,695.74,54.9,12.79,3.59,0.0
20130403:1310,145.45,53.11,12.97,4.14,0.0
20130403:1410,82.45,46.97,11.98,4.21,0.0
20130403:1510,75.97,38.06,10.2,3.45,0.0
20130403:1610,37.06,27.65,9.34,2.97,0.0
20130403:1710,20.38,16.5,9.03,2.55,0.0
20130403:1810,22.14,5.1,8.6,1.79,0.0
20130403:1910,0.0,0.0,8.11,2.07,0.0
20130403:2010,0.0,0.0,7.72,1.93,0.0
20130403:2110,0.0,0.0,7.21,2.07,0.0
20130403:2210,0.0,0.0,6.72,1.93,0.0
20130403:2310,0.0,0.0,6.61,1.93,0.0
20130404:0010,0.0,0.0,6.21,2.0,0.0
20130404:0110,0.0,0.0,5.82,2.0,0.0
20130404:0210,0.0,0.0,5.33,1.86,0.0
20130404:0310,0.0,0.0,4.84,1.72,0.0
20130404:0410,0.0,0.0,5.05,1.52,0.0
20130404:0510,0.0,0.0,4.81,1.45,0.0
20130404:0610,0.0,2.1,4.83,1.24,0.0
20130404:0710,162.31,13.51,4.98,1.52,0.0
20130404:0810,302.56,24.78,6.28,1.93,0.0
20130404:0910,697.75,35.48,7.63,2.21,0.0
20130404:1010,822.78,44.96,9.33,2.07,0.0
20130404:1110,588.53,52.09,10.73,2.55,0.0
20130404:1210,547.73,55.28,12.03,3.31,0.0
20130404:1310,235.31,53.45,12.78,3.86,0.0
20130404:1410,601.23,47.25,13.21,4.62,0.0
20130404:1510,283.48,38.29,12.5,4.83,0.0
20130404:1610,124.14,27.85,11.89,4.21,0.0
20130404:1710,126.31,16.69,11.59,3.66,0.0
20130404:1810,27.09,5.29,10.88,2.76,0.0
20130404:1910,0.0,0.0,9.83,2.14,0.0
20130404:2010,0.0,0.0,8.58,2.07,0.0
20130404:2110,0.0,0.0,7.72,1.66,0.0
20130404:2210,0.0,0.0,6.62,1.45,0.0
20130404:2310,0.0,0.0,6.21,1.66,0.0
20130405:0010,0.0,0.0,5.66,1.72,0.0
20130405:0110,0.0,0.0,5.02,1.45,0.0
20130405:0210,0.0,0.0,4.3,1.17,0.0
20130405:0310,0.0,0.0,4.15,1.03,0.0
20130405:0410,0.0,0.0,4.18,0.97,0.0
20130405:0510,0.0,0.0,4.5,1.45,0.0
20130405:0610,0.2,2.4,4.89,1.86,0.0
20130405:0710,105.8,13.82,5.17,2.21,0.0
20130405:0810,324.71,25.09,5.68,2.76,0.0
20130405:0910,699.84,35.81,6.62,2.97,0.0
20130405:1010,730.9,45.31,8.18,3.38,0.0
20130405:1110,550.35,52.47,9.44,3.45,0.0
20130405:1210,125.07,55.67,10.09,3.31,0.0
20130405:1310,105.61,53.79,10.86,3.72,0.0
20130405:1410,127.85,47.54,11.31,4.14,0.0
20130405:1510,184.36,38.53,11.18,4.62,0.0
20130405:1610,321.85,28.06,10.66,4.83,0.0
20130405:1710,194.22,16.88,9.98,4.9,0.0
20130405:1810,21.78,5.47,8.87,4.21,0.0
20130405:1910,0.0,0.0,7.19,3.17,0.0
20130405:2010,0.0,0.0,6.14,2.69,0.0
20130405:2110,0.0,0.0,5.12,2.34,0.0
20130405:2210,0.0,0.0,3.99,2.28,0.0
20130405:2310,0.0,0.0,3.08,2.55,0.0
20130406:0010,0.0,0.0,2.45,2.76,0.0
20130406:0110,0.0,0.0,1.97,2.83,0.0
20130406:0210,0.0,0.0,1.45,2.76,0.0
20130406:0310,0.0,0.0,1.04,2.55,0.0
20130406:0410,0.0,0.0,0.55,2.34,0.0
20130406:0510,0.0,0.0,-0.02,2.14,0.0
20130406:0610,11.18,2.71,-0.71,1.93,0.0
20130406:0710,220.71,14.12,1.05,2.07,0.0
20130406:0810,479.81,25.4,3.76,3.17,0.0
20130406:0910,735.47,36.14,5.38,3.24,0.0
20130406:1010,902.14,45.67,7.36,3.93,0.0
20130406:1110,1025.5,52.85,8.8,4.07,0.0
20130406:1210,1054.07,56.05,9.47,4.28,0.0
20130406:1310,743.4,54.13,9.57,4.41,0.0
20130406:1410,340.47,47.82,9.85,4.55,0.0
20130406:1510,515.12,38.76,10.12,4.48,0.0
20130406:1610,188.49,28.26,9.92,4.07,0.0
20130406:1710,183.97,17.07,9.98,3.66,0.0
20130406:1810,24.9,5.66,9.37,2.62,0.0
20130406:1910,0.0,0.0,7.85,2.07,0.0
20130406:2010,0.0,0.0,6.0,1.79,0.0
20130406:2110,0.0,0.0,3.98,1.66,0.0
20130406:2210,0.0,0.0,2.7,1.59,0.0
20130406:2310,0.0,0.0,1.58,1.59,0.0
20130407:0010,0.0,0.0,1.04,1.45,0.0
20130407:0110,0.0,0.0,1.47,1.1,0.0
20130407:0210,0.0,0.0,1.42,0.97,0.0
20130407:0310,0.0,0.0,1.09,0.97,0.0
20130407:0410,0.0,0.0,0.97,0.9,0.0
20130407:0510,0.0,0.0,0.98,0.83,0.0
20130407:0610,13.06,3.01,1.13,0.76,0.0
20130407:0710,152.44,14.42,1.87,0.21,0.0
20130407:0810,241.96,25.71,3.84,0.41,0.0
20130407:0910,548.62,36.46,5.79,1.1,0.0
20130407:1010,432.57,46.02,7.4,1.66,0.0
20130407:1110,273.21,53.23,8.54,2.14,0.0
20130407:1210,370.53,56.43,9.45,2.62,0.0
20130407:1310,504.75,54.47,9.73,2.97,0.0
20130407:1410,629.97,48.09,10.16,2.9,0.0
20130407:1510,329.9,38.99,10.8,2.76,0.0
20130407:1610,343.24,28.46,11.38,2.97,0.0
20130407:1710,212.3,17.26,11.28,3.24,0.0
20130407:1810,27.86,5.85,10.6,2.83,0.0
20130407:1910,0.0,0.0,9.68,2.9,0.0
20130407:2010,0.0,0.0,9.0,2.83,0.0
20130407:2110,0.0,0.0,8.6,2.55,0.0
20130407:2210,0.0,0.0,8.03,2.41,0.0
20130407:2310,0.0,0.0,7.82,2.48,0.0
20130408:0010,0.0,0.0,7.71,2.83,0.0
20130408:0110,0.0,0.0,7.72,3.17,0.0
20130408:0210,0.0,0.0,7.74,3.38,0.0
20130408:0310,0.0,0.0,7.47,3.38,0.0
20130408:0410,0.0,0.0,7.27,3.31,0.0
20130408:0510,0.0,0.0,7.19,3.1,0.0
20130408:0610,7.41,3.31,7.16,2.62,0.0
20130408:0710,121.12,14.71,7.63,3.03,0.0
20130408:0810,147.43,26.01,8.13,3.59,0.0
20130408:0910,696.2,36.78,9.53,3.45,0.0
20130408:1010,763.62,46.37,10.92,3.31,0.0
20130408:1110,971.0,53.61,12.09,3.59,0.0
20130408:1210,696.22,56.81,12.54,3.93,0.0
20130408:1310,880.05,54.81,13.04,3.93,0.0
20130408:1410,689.03,48.37,13.3,4.07,0.0
20130408:1510,482.51,39.22,13.47,4.34,0.0
20130408:1610,416.07,28.66,13.4,4.07,0.0
20130408:1710,215.21,17.44,13.08,3.79,0.0
20130408:1810,32.23,6.03,12.28,3.45,0.0
20130408:1910,0.0,0.0,10.38,4.07,0.0
20130408:2010,0.0,0.0,9.32,4.07,0.0
20130408:2110,0.0,0.0,8.55,3.79,0.0
20130408:2210,0.0,0.0,7.91,3.38,0.0
20130408:2310,0.0,0.0,7.34,3.17,0.0
20130409:0010,0.0,0.0,6.82,2.97,0.0
20130409:0110,0.0,0.0,6.47,2.9,0.0
20130409:0210,0.0,0.0,6.12,2.97,0.0
20130409:0310,0.0,0.0,5.75,3.1,0.0
20130409:0410,0.0,0.0,5.44,3.17,0.0
20130409:0510,0.0,0.0,5.1,3.24,0.0
20130409:0610,17.66,3.6,4.7,3.17,0.0
20130409:0710,195.14,15.01,5.62,2.76,0.0
20130409:0810,214.09,26.31,7.26,3.86,0.0
20130409:0910,439.16,37.1,8.6,3.86,0.0
20130409:1010,726.01,46.71,10.29,4.41,0.0
20130409:1110,950.88,53.98,11.79,4.9,0.0
20130409:1210,1005.02,57.18,12.89,5.45,0.0
20130409:1310,895.39,55.14,12.61,5.52,0.0
20130409:1410,780.45,48.64,12.73,5.72,0.0
20130409:1510,437.0,39.45,13.48,5.66,0.0
20130409:1610,150.29,28.86,13.63,5.52,0.0
20130409:1710,116.73,17.63,13.1,4.9,0.0
20130409:1810,34.64,6.22,12.21,4.0,0.0
20130409:1910,0.0,0.0,10.92,3.86,0.0
20130409:2010,0.0,0.0,10.05,3.72,0.0
20130409:2110,0.0,0.0,9.56,3.59,0.0
20130409:2210,0.0,0.0,9.48,3.59,0.0
20130409:2310,0.0,0.0,9.42,3.38,0.0
20130410:0010,0.0,0.0,9.36,3.17,0.0
20130410:0110,0.0,0.0,9.22,3.1,0.0
20130410:0210,0.0,0.0,9.09,2.97,0.0
20130410:0310,0.0,0.0,9.02,2.69,0.0
20130410:0410,0.0,0.0,8.86,2.34,0.0
20130410:0510,0.0,0.0,8.73,2.21,0.0
20130410:0610,18.09,3.9,8.69,2.0,0.0
